text_clean,label
consider gaussian unitary ensemble perturb fisherhartwig singularity simultaneously root type jump type critical regime singularity approach soft edge namely edge support equilibrium measure gaussian weight asymptotics hankel determinant recurrence coefficient orthogonal polynomial associate perturbed gaussian weight obtain express term family smooth solution painleve xxxiv equation sigmaform painleve ii equation addition obtain double scale limit distribution large eigenvalue thin procedure condition gaussian unitary ensemble double scale limit correlation kernel critical perturbed gaussian unitary ensemble asymptotic property painleve xxxiv function sigmaform painleve ii equation also study,math-ph math.MP
first step towards develop noncommutative geometry hecke calgebras study property rd rapid decay hecke pair subgroup hecke pair gh finite show hecke pair gh rd rd provide family examples hecke pairs property rd also adapt paul jolissants work set hecke calgebras show hecke pair gh property rd algebra rapidly decrease function set double cosets close holomorphic functional calculus associate reduce hecke calgebra hence,math.OA math.FA math.KT
let ekkn denote minimax ie best supremum norm error approximation xn kern rational function type kk kn show appropriate limit ekkn sim kern hk independently approx halphens constant formula minimax approximation ex infty kern,math.NA
describe simple robust approach characterize shiftvariant pupil aberration wide fieldofview microscopy system derive locationdependent pupil transfer function first capture multiple intensity image different defocus setting generalize pattern search gps algorithm apply recover complex pupil function different spatial location entire fieldofview parameter fit transforms pupil function accurate aberration map demonstrate shiftvariant aberration compensation use informationpreserving image deconvolution scheme entire fieldofview automate shiftvariant pupil characterization facilitate new approach aberration correction future gigapixel imaging platform,physics.optics
quantum state preparation play equally important role quantum operation measurement quantum information processing previous method prepare initial state bulk quantum computation inevitable disadvantage require multiple experiment cause loss signal require molecule restrictive structure work three kind quantum circuit introduce prepare pseudopure state qubits hilbert space couple spin merely need assist one ancilla spin two experiment independent without gradient field effectively avoids reduction signal method special requirement structure use molecule test method comprehensively experimentally demonstrate preparation label pseudopure state use heteronuclear qubit homonuclear qubit nuclear magnetic resonance quantum information processor,quant-ph
muon scatter experiment muse paul scherrer institute switzerland investigate proton charge radius puzzle lepton universality twophoton exchange via simultaneous measurement elastic muonproton electronproton scatter experiment us secondary beam channel design high precision pion scatter measurement review property beam line establish pion discuss production process generate electron muon beam simulation process simulation pimue beam channel use turtle compare simulation compare several experimental measurement channel include momentum dispersion ifp target shape beam spot target timing measurement allow beam momentum determine conclude channel use high precision pi mu scatter,physics.ins-det nucl-ex
show treelevel smatrix quantum gravity fourdimensional minkowski space virasoro symmetry act conformal sphere null infinity,hep-th gr-qc
silicene hexagonal buckle allotrope silicon show potential platform numerous new application may allow easy integration exist siliconbased microelectronics graphene show silicene could function ultrafast electrical dna sequence device investigate stability novel nanobio system electronic property pronounce effect transverse electronic transport ie change transmission conductance cause adsorption nucleobase explore nonequilibrium green function method intriguingly despite relatively weak interaction nucleobases silicene significant change transmittance zero bias predict particular two nucleobases cytosine guanine finding suggest silicene could utilize integratedcircuit biosensor part labonachip device dna sequence,cond-mat.mes-hall
paper study vulnerability largescale power system false data injection fdi attack physical consequence prior work show attackerdefender bilevel linear program adblp use determine worstcase consequence fdi attack aim maximize physical power flow target line adblp transform singlelevel mixedinteger linear program hard solve large power system due numerical difficulty paper four computationally efficient algorithms present solve attack optimization problem large power system algorithms applied ieee bus system polish system bus conduct vulnerability assessment provide feasible attack cause line overflow well upper bound maximal power flow result attack,cs.SY
prove jordan calc curve plane contain nonflat triangle translation homothety positive ratio false curve proof use bit configuration space differential algebraic topology well schoenflies theorem partial generalization hold true high dimension,math.MG
quantum scale estimation introduce explored establishes precise framework estimation scale parameter allow law quantum mechanic close important gap quantum metrology since current practice focus almost exclusively estimation phase location parameter use either periodic square error necessarily apply deal scale parameter logarithmic error instead require use bayesian principle general method construct optimal estimator associate probabilityoperator measurement first develop analytical expression true minimum mean logarithmic error provide partial generalisation accommodate simultaneous estimation multiple scale parameter discuss addition procedure identify whether practical measurement optimal almostoptimal suboptimal highlight conceptual note optimal strategy employ construct observable scale parameter approach may serve template systematic search quantum observables quantum scale estimation thus open new line enquire precise measurement scale parameter temperatures decay rate within quantum information science,quant-ph math-ph math.MP physics.data-an
twostep break class grand unified theory include prove theorem show scale mi patisalam gauge symmetry parity break standard gauge grouphas vanish correction due source emerge high scale mu mi oneloop high loop effectsthe gutthresholdgravitational smearingand string threshold effect implication scale unification gauge coupling small majorana neutrino mass discussedin string inspire show mi simeq time need neutrino masseswith gut scale mu simeq mstr realize provide certain particle state predict spectum light,hep-ph hep-th
present new co co line measurement compact circumnuclear disk center ngc centaurusa obtain herschel space observatory well sest jcmt apex cen center co ladder quite different either starburst galaxy agns addition relative intensity central cen ci emission line much greate galaxy co surface brightness compact circumnuclear disk cnd significantly high much extend thin disk etd line sight lvg pdrxdr model suggest much cnd gas relatively cool dense cm heat uv photon although gas cnd etd much high density cm finally also highexcitation highdensity phase cnd etd either form extreme pdr likely form xdr total gas mass cen cnd msun uncertain factor two conversion factor km also within factor two,astro-ph.GA astro-ph.CO
discus ricciflat model metric mathbbc cone singularity along conic zw construct donaldson use gibbonshawking ansatz wedge mathbbr particular describe asymptotic behavior infinity compute energy,math.DG
consider downlink dl channel estimation frequency division duplex base massive mimo system multipath model goal provide fast accurate channel estimation small amount dl training overhead prior art tackle problem use compressive sensing classic array processing technique eg esprit music however method challenge scenario eg number path great number receive antenna tensor factorization method also use handle challenging case hard solve associate optimization problem work propose efficient channel estimation framework circumvent difficulty specifically structural train sequence imposes tensor structure receive signal propose show train sequence parameter dl mimo channel provably identify even number path largely exceed number receive antennasunder small training overhead approach judicious combination vandermonde tensor algebra carefully design conjugateinvariant training sequence unlike exist tensorbased channel estimation method involve hard optimization problem propose approach consist lightweight algebraic operation thus realtime implementation within reach simulation result carry showcase effectiveness propose method,eess.SP
new atmospheric neutrino result superkamiokande presented result kamiokande upward go muon also present data together kamiokande atmospheric neutrino data give evidence neutrino oscillation two flavor numu nutau oscillation large sin deltam region explain data,hep-ex
let coordinate ring affine toric variety show endomorphism ring endrmathbb mathbb finite direct sum isomorphism class conic rmodules finite global dimension furthermore show endrmathbb noncommutative crepant resolution toric variety simplicial toric variety perfect field prime characteristic show ring differential operator dmathsfkr finite global dimension,math.AC math.AG math.RA
unmanned aerial vehicle uavs increasingly adopt safety security rescue mission need precise reliable pose estimate relative environment ensure mission safety rely visual perception essential approach assess integrity visual localization solution however best knowledge approach exist optimizationbased visual localization receiver autonomous integrity monitoring raim widely use global navigation satellite system gnss application automate aircraft land paper propose novel approach inspire raim monitor integrity optimizationbased visual localization calculate protection level state estimate ie large possible translational error direction also propose metric quantitatively evaluate performance error bound finally validate protection level use euroc dataset demonstrate propose protection level provide significantly reliable bound commonly use sigma method,cs.RO cs.CV eess.IV
study existence multiplicity qualitative property entire solution noncompact problem relate secondorder interpolation inequality weight,math.AP
article show semirigid mustable sheaf projective surface picard number stable sense bridgelands stability condition consequence work show special set ux subset stab reconstruct give sharp contrast case abelian surface,math.AG
simple derivation distribution equivalent electroweak vector boson lepton quark present applicability equivalent vector boson approximation relatively low energy close boson threshold demonstrate show threshold correction distribution function emerge naturally theory implication result process emission gauge boson discuss,hep-ph
lot recent success natural language processing nlp driven distribute vector representation word train large amount text unsupervised manner representation typically use general purpose feature word across range nlp problem however extend success learn representation sequence word sentence remain open problem recent work explore unsupervised well supervise learn technique different train objective learn general purpose fixedlength sentence representation work present simple effective multitask learn framework sentence representation combine inductive bias diverse train objective single model train model several data source multiple train objective million sentence extensive experiment demonstrate share single recurrent sentence encoder across weakly relate task leads consistent improvement previous method present substantial improvement context transfer learn lowresource setting use learn generalpurpose representation,cs.CL
batchelor passive advection advection smooth velocity field velocity field deltacorrelated time random gaussian process problem reduce quantum mechanic fluctuate velocity gradient ut finitetime correlated velocity field reduction exist illustrate point second moment passively advect magnetic field consider stochastic calculus use find finitetime correction growth rate growth rate depend large scale property velocity field moreover problem universal respect shorttime regularization different regularization give different answer growth rate,astro-ph
hardness result maximum agreement problem close connection hardness result proper learn computational learning theory paper prove two hardness result problem find low degree polynomial threshold function ptf maximum possible agreement give set label example rn time prove constant dgeq eps itemize assume unique game conjecture polynomialtime algorithm find degreed ptf consistent half eps fraction give set label example rn time even exist degreed ptf consistent eps fraction examples nphard find degree ptf consistent half eps fraction give set label example rn time even exist halfspace degree ptf consistent eps fraction example itemize result immediately imply follow hardness learn result assume unique game conjecture betterthantrivial proper learn algorithm agnostically learn degreed ptfs arbitrary distribution ii betterthantrivial learning algorithm output degree ptfs agnostically learn halfspaces ie degree ptfs arbitrary distribution,cs.LG
establish formula derivative poincare constant gibbs measure compact domain rd application show necessarily convex hamiltonian increase function poincare constant strictly decrease inverse temperature vice versa apply result model allow give sharpen upper bound poincare constant show model exhibit qualitatively different zerotemperature behavior poincare logsobolev constant,math.PR
make systematic study li isotope tensor optimize shell model treat additional valence neutron cluster model approach take account pauliblocking effect cause tensor pairing correlation describe tensor correlation fully tensoroptimized shell model variation size parameter single particle orbit essential get strong tensor correlation show previous study li tensor pair correlation pauliblocked additional valence neutron make pshell configuration push energy result valence neutron component increase reveal halo structure inversion phenomenon single particle spectrum arise follow previous study demonstrate reliability framework perform detailed systematic analysis structure li charge radius spatial correlation halo neutron electromagnetic property li isotope detailed effect pauliblocking spectroscopic property li also discuss found block act strongly grind state rather dipole excited state mainly cause interplay tensor correlation halo neutron result obtain analysis clearly show inert core assumption realistic explain anomalous structure observe li dipole excitation spectrum effect final state interaction discuss term dipole strength function,nucl-th
propose novel framework modeling eventrelated potential erps collect read couple pretrained convolutional decoder language model use framework compare ability variety exist novel sentence processing model reconstruct erps find modern contextual word embeddings underperform surprisalbased model combine two outperform either,cs.CL
expositary article tell short story make leave quantum probability follow ingredient special projective unitary irreducible factorizable representation euclidean group hilbert space know weyl representation item infinitesimal version weyl representation include heisenberg canonical commutation relation ccr quantum theory also yield three fundamental operator field know creation conservation annihilation field ii three fundamental field inclusion time lead quantum stochastic integration calculus itos formula product differential iii appropriate linear combination fundamental operator process yield levy process classical probability theory along bonus itos formula product differential,quant-ph math-ph math.MP
paper defines methodology oracle selection monitor knobs use configure hpc system run scientific application satisfying application requirement violate system constraint methodology relies heuristic correlation analysis requirement monitor knobs determine minimum subset monitor observe knob explore determine optimal system configuration hpc application end analysis reduce dimensional space dimensional space monitor dimensional space dimensional space knob reduction show potential highlight need realistic methodology help identify minimum set monitor knobs,cs.DC
present observation electromagnetic transient associate use optical telescope chilescope observatory big scanning antenna bsa pushchino radio astronomy observatory chilescope observatory detect optical transient third day outskirts galaxy ngc continued observation follow rapid decrease put upper limit jy radio source duration may associate prompt gammaray emission consist two distinctive component hard short pulse delay second respect ligo signal softer thermal pulse tsim kev last another second appearance thermal component end burst unusual short grbs hard soft component satisfy amati relation make grb distinctively different short grbs base gammaray optical observation develop model prompt highenergy emission associate grb merger two neutron star create accretion torus modot supply black hole magnetic flux confines blandfordznajekpowered jet associate hard prompt spike quasispherical breakout jet disk wind jet plow wind subrelativistic velocity create radiationdominated shock heat wind material ten kiloelectron volt produce soft thermal component,astro-ph.HE
show probability photon detection find basis consideration phase space sell fill ideal photon gas lead bose derivation plank law probability directly connect photon localization property consistent entropy dilute photon gas find einstein,quant-ph
formation singularity breakdown strong solution twodimensional cauchy problem full compressible navierstokes equation zero heat conduction consider show initial density allow vacuum strong solution exist globally density rho pressure satisfy rholinfty tlinftyplinfty tlinftyinfty addition initial density even compact support logarithmtype estimate lame system weight estimate play crucial role proof,math.AP
paper investigate parisian ruin levy surplus process adaptive premium rate namely refract levy process general parisian boundarycrossing problem deterministic implementation delay also consider main contribution generalization result loeffen et al probability parisian ruin standard levy insurance risk process despite general setup consider main result compact similar structure example provide,math.PR q-fin.RM
recently arxiv ukrainian math present generalized lis criterion statement sum lambdan sigmasumrho rhobrhob sigman take riemann xifunction zero take account multiplicity complex conjugate zero pair sum whenever necessary real bsigma nonnegative riemann function zero rebsigma real bsigma sum nonnegative riemann function zero rebsigma correspondingly sigma equal nonnegativity equivalent riemann hypothesis note obtain generation function generalize criterion demonstrate taylor expansion equal sigma lnxib sigma sigmaz lnxib sigmasumn infinitylambdan sigmaznn,math.NT
conjecture renormalizable effective quantum field theory heavy stable particle mass bound state radius bound state conjecture motivate scalar weak gravity conjecture read statement forbid certain bound state discuss version uncharged particle generalization shortcoming lead suggestion one constrain rather exclude bound object gravitational case result conjecture take sharp form forbid adiabatic construction black hole small minimal boundstate radius remain nontrivial mtextpto infty lead suspect feature qft rather quantum gravity constraint find support number example analyze parametric level,hep-th gr-qc
investigate highorder harmonic generation hhg graphene quantum master equation approach simulation reproduce observe enhancement hhg graphene elliptically polarize light yoshikawa et al science basis microscopic decomposition emit highorder harmonic find enhancement hhg originates intricate nonlinear couple intraband interband transition respectively induce perpendicular electric field component elliptically polarize light furthermore reveal contribution different excitation channel destructively interfere find suggest path potentially enhance hhg block part channel cancel destructive interference bandgap chemical potential manipulation,cond-mat.mtrl-sci physics.optics
application closedloop approach system neuroscience therapeutic stimulation hold great promise revolutionize understand brain develop novel neuromodulation therapy restore lose function neural prosthesis capable multichannel neural record onsite signal processing rapid symptom detection closedloop stimulation critical enabling novel treatment however exist closedloop neuromodulation device simplistic lack sufficient onchip processing intelligence paper first discuss commercial investigational closedloop neuromodulation device brain disorder next review stateoftheart neural prosthesis onchip machine learn focus applicationspecific integrate circuit asic system requirement performance hardware comparison design tradeoff hardware optimization technique discuss facilitate fair comparison guide design choice among various onchip classifier propose new energyarea ea efficiency figure merit evaluate hardware efficiency multichannel scalability finally present several technique improve key design metric treebased onchip classifier context ensemble method oblique structure,eess.SP cs.AR
recent improvement opucem tool calculation contribution various model oblique parameter present opucem use calculate available parameter space four family standard model give current electroweak precision data show even restriction higgs boson new quark mass present autumn conference still enough space allow fourth generation dirac type neutrinos majorana type neutrino allow region even large electroweak precision data also favor nonzero mix light fourth generation thus effectively reduce current experimental limit additionally calculation opucem show even generation compatible exist electroweak precision data probability comparable high standard model generation,hep-ph
derive new set kinematic equation front motion twodimensional bistable medium equation generalize geometric approach complement equation front curvature order parameter equation associate nonequilibrium isingbloch bifurcation result equation capture core structure spiral wave spontaneous spiralwave nucleation,patt-sol nlin.PS
report result asca xray observation powerful broad line radio galaxy asca spectrum confirm earlier rosat detection intrinsic xray absorption associate source absorb material obscures central engine quasarlike luminosity luminosity variable drop factor two since rosat observation year asca data also provide evidence broad iron emission line source intrinsic fwhm km interpret line fluorescent emission inner part accretion disk constrain inclination disk degree inner radius disk schwarzschild radius result support unify scheme active galaxy demonstrate remarkable similarity xray property powerful radio source low luminosity seyfert galaxy,astro-ph
lattice cluster theory lct thermodynamics polymer system recently reformulate treat strongly interact selfassembling polymer compose fully flexible linear telechelic chain dudowicz free chem phys textbf extend lct linear telechelic polymer melt include description chain semiflexibility treat introduce bend energy penalty whenever pair consecutive bond single chain lie along orthogonal direction analytical expression helmholtz free energy derive model semiflexible linear telechelic polymer melt extension provide theoretical tool investigate influence chain stiffness thermodynamics selfassembling telechelic polymer explore influence selfassembly glass formation system,cond-mat.soft
pattern silver metal prepare dna network templatedirected selective deposition subsequent metallization process scan force microscopic observation xps investigation demonstrate uniform network nanosized silver metal cluster form incubation dna lb film silver ion subsequent chemical reduction silver ionsdna film sample result show templatedirected metallization dna lb film provide simple effective method construction functional nanocomposite film,cond-mat.mtrl-sci physics.bio-ph
reuse tactile knowledge previouslyexplored object help human easily recognize tactual property new object master thesis enable arobotic arm equip multimodal artificial skin like human actively transfer prior tactile exploratory action experience learn detailed physical property new object prior tactile experience build robot applies press slide static contact movement object different action parameter perceives tactile feedback multiple sensory modality method systematically evaluate several experiment result show robot could consistently improve discrimination accuracy exploit prior tactile knowledge compare use transfer method use one training sample result also show propose method robust transferring irrelevant prior tactile knowledge,cs.RO
consider two area research develop parallel last decade blind source separation bs electromagnetic source estimation ese bs deal recovery source signal mixtures signal obtain array detector prior knowledge consist information nature source signal hand ese utilizes knowledge electromagnetic forward problem assign source signal respective generator information signal typically ignore demonstrate two technique derive start point use bayesian formalism suggest mean new algorithm develop utilize much relevant information possible also briefly mention preliminary work support value integrate information use two technique review kind information may useful address ese problem,physics.data-an physics.med-ph stat.ML
instance general relativistic gtr collapse equation solve almost exactly explicitly find metric coefficient case homogeneous spherical dust oppenheimer snyder phy rev equation paper show formation event horizon collapse homogeneous dust ball mass circumference radius outermost surface rb proper time proportional limit large schrarzschild time infinity eq approximate eq whose essential character log boundary star yrb rb since argument logarithmic function negative one must show atleast case trap surface form ii collapse indeed proceeds upto must iii proper time take collapse infinity thus gravitational mass black hole unique equal zero precede paper astroph assume existence finite mass bh study property term kruskalszekeres coordinate show radial geodesic material particle must timelike actually become null independently show bhs unique mass,astro-ph gr-qc hep-th
study dephasingassisted precision parameter estimation ppe enhancement atom interferometer dynamical decoupling dd pulse calculate spin squeeze ss quantum fisher information qfi find dephasing noise improve ppe induce ss dd pulse maximize improvement indicate presence dd pulse dephasinginduced ss reach limit textquotedblleft oneaxis twistingtextquotedblright model xi simeq xi parameter number atom particular find dd pulse amplify dephasinginduced qfi factor simeq compare noisefree case mean control dd pulse dephasing noise enhance ppe scale sqrt order magnitude heisenberg limit,quant-ph
paper construct compact manifold fix boundary geometry admit riemannian metric unit volume arbitrarily large steklov spectral gap also study effect localize conformal deformation fix boundary geometry instance prove possible make spectral gap arbitrarily large use conformal deformation localize domain small measure long support deformation contain connects component boundary,math.DG math.SP
weakly bind exotic nucleus number excite bound state narrow resonance small moreover couple strongly particle continuum hence system describe quantum open system formalism artificially separate subspace quasi bound scatter state shell model embedded continuum provide novel approach solves problem examples application sdshell nuclei present,nucl-th
first two article prove sharp lpl fourier restriction theorem large class smooth finite type hypersurfaces bbb include particular realanalytic hypersurfaces present file modify extended version earlier file title change correction become necessary order make sure part ii really compatible part recommend replace early version part new one,math.CA math.AP
investigate effect induce variation density profile earth interior use longbaseline neutrino oscillation experiment first point two fact essential part matter profile first fourier mode matter profile function ii earth model base study seismology include large uncertainty first fourier mode next show strong correlation average density value first fourier coefficient analysis oscillation probability mean matter profile effect induce added uncertainty average matter parameter although average density determine percent accuracy take account extra uncertainty make numerical calculation sensitivity cp violation search show cp sensitivity impair added uncertainty within large region,hep-ph
invisible plasma content blazar jet proton andor thermal electronpositron epm pair explore combined argument dynamical radiative process compare physical quantity require internal shock model obtain observed broadband spectra mrk obtain ratio lorentz factor pair cold shell reside sim implies shock mildly relativistic use obtained lorentz factor total mass density rho shock shell investigate upper limit rho obtain condition thermal bremsstrahlung emission exceed observe gammaray luminosity whilst low limit constrain condition energy density nonthermal electron small total plasma find rho time heavier nonthermal electron pure epm pair time heavy pure electronproton ep content imply existence large amount invisible plasma origin continuous blazar sequence shortly discuss speculate total mass density andor blend ratio epm pair ep plasma could new key quantity origin sequence,astro-ph
study dynamic quantum correlation two couple double quantum dot contain two excess electron dissipation include contact oscillator bath solve redfield master equation order determine dynamic quantum discord entanglement formation base result find quantum discord resistant dissipation entanglement formation system observe characteristic related whether oscillator bath common qubits form interaction hamiltonian moreover result show quantum discord might finite even high temperature asymptotic limit,quant-ph
study logistic bandit reward binary success probability expbeta atop theta expbeta atop theta action coefficient theta within ddimensional unit ball prior regret bound algorithms address logistic bandit exhibit exponential dependence slope parameter beta establish regret bound thompson sample independent beta specifically establish set feasible action identical set possible coefficient vector bayesian regret thompson sample tildeodsqrtt also establish tildeosqrtdeta tlambda bound applies broadly lambda worstcase optimal logodds eta fragility dimension new statistic define capture degree optimal action one model fail satisfice others demonstrate fragility dimension play essential role show epsilon algorithm achieve mathrmpolyd lambdacdot epsilon regret,stat.ML cs.LG
vacuum expectation value vev fermionic current density investigate geometry two parallel branes locally ad spacetime part spatial dimension compactified torus along toral dimension quasiperiodicity condition impose general phase presence constant gauge field assume different type boundary condition discuss branes include bag boundary condition condition arise symmetric braneworld model nonzero vacuum current appear along compact dimension region branes decompose branefree braneinduced contribution contribution periodic function magnetic flux enclose compact dimension period equal flux quantum depend boundary condition presence branes either increase decrease vacuum current density part boundary condition memory effect present limit one branes tend ad boundary unlike fermion condensate vev energymomentum tensor vev current density finite branes application give higherdimensional generalization randallsundrum model two branes toroidally compact subspace feature fermionic current discuss odddimensional parity timereversal symmetric model correspond result threedimensional spacetime apply finite length curve graphene tube thread magnetic flux show nonzero current density also appear absence magnetic flux field correspond two different point brillouin zone obey different boundary condition tube edge,hep-th cond-mat.mes-hall gr-qc quant-ph
past year auckland university technology establish first radio astronomical observatory new zealand remote geographic location quickly become member number international vlbi network particular iv lba add significantly observational power pacific oceania utilise new fibre connection within new zealand across pacific tasman sea new zealand radio telescope link many australia asia pacific recent astronomical result present plan widen new zealand participation australasian asiapacific global vlbi research development outline realtime evlbi vital part new zealand capability development towards ska rapid challenge establishment new zealand radio astronomy serve model engagement megascience escience resourcelimited institution nation perspective collaboration new zealand thailand field radio astronomy include,physics.geo-ph astro-ph.IM
derive sum rule demonstrate static magnetoelectric effect govern optical transition simultaneously excite via electric magnetic component light systematic analysis magnetic point group show sum rule applicable broad variety noncentrosymmetric magnet include multiferroic compound due dynamical effect optical excitation material exhibit directional dichroism ie absorption coefficient different counterpropagating light beam accord sum rule magnitude linear effect material mainly determine directional dichroism lowenergy optical excitation application sum rule multiferroic show compound static effect mostly govern directional dichroism spinwave excitation ghzthz spectral range basis argue study directional dichroism application sum rule promote synthesis new material large static effect,cond-mat.mtrl-sci
precision theoretical prediction high multiplicity scatter rely evaluation increasingly complicate scatter amplitude come extremely high cpu cost stateoftheart process cause technical bottleneck production fully differential distribution article explore possibility use neural network approximate multivariable scatter amplitude provide efficient input monte carlo integration focus qcd correction eeto jet oneloop five jet demonstrate reliable interpolation series network train amplitude divide sector define infrared singularity structure complete simulation oneloop distribution show speed improvement least order magnitude standard approach,hep-ph
study capacity system independent neuronlike unit represent give set stimuli assume neuron provide fixed amount information information provide different neuron random overlap derive analytically dependence mutual information set stimuli neural response number unit sample large set stimuli mutual information rise linearly number neuron later saturate exponentially maximum value,cond-mat.dis-nn q-bio.NC
geometric kill spinors exist adsp sdp sometimes may identify supersymmetric kill spinors explain enhancement unbroken supersymmetry near pbrane horizon dimension correspond pbrane interpolates two maximally supersymmetric vacuum infinity horizon new case study detail supersymmetric version special geometry present find areaentropy formula supersymmetric black hole via volume depend charge intersection matrix,hep-th gr-qc
propose control thz radiation generate fast move josephson vortex spatially modulate either along caxis abplane sample bi related superconducting compound show jvs move subset weaker junction generate outofabplane outsidethecone cherenkov radiation abplane modulation superconducting property achieve instance ion irradiation lithography result transition radiation within certain frequency window ie allow design tunable thz emitter thz photonic crystal,cond-mat.supr-con cond-mat.mtrl-sci
present method generate color shape natural language end first learn joint embeddings freeform text description color shape model combine extend learn association metric learning approach learn implicit crossmodal connection produce joint representation capture manytomany relation language physical property shape color shape evaluate approach collect large dataset natural language description physical object shapenet dataset learn joint embed demonstrate texttoshape retrieval outperforms baseline approach use embeddings novel conditional wasserstein gan framework generate color shape text method first connect natural language text realistic object exhibit rich variation color texture shape detail see video,cs.CV cs.AI cs.GR cs.LG
suggest efficient method resolve electronic cusp electronic structure calculation use effective transcorrelated hamiltonian effective hamiltonian take simple form plane wave base contain twobody operator use incur almost additional computational overhead compare original hamiltonian apply method combination full configuration interaction quantum monte carlo fciqmc method homogeneous electron gas projection technique nonhermitian nature transcorrelated hamiltonian cause complication numerical difficulty fciqmc rate convergence total energy complete basis set limit improve cal om cal oleftm right total number orbital basis function,physics.comp-ph
chas sullivan show homology free loop space orient manifold admits structure batalinvilkovisky algebra paper give complete description batalinvilkovisky algebra complex projective space build description ring structure due cohen jones yan course proof establish several new general result include description symmetry manifold use understand string topology relationship characteristic class circle action sphere bundle,math.AT math.GT
massive twodimensional nambujonalasinio model isospin isonjl reconsider large nc limit continue exploration phase diagram construct miss firstorder phase boundary zero temperature phase boundary plane baryon isospin chemical potential separate vacuum crystal phase derive baryon spectrum isonjl model turn obtain via numerical hartreefock hf calculation finite temperature firstorder phase boundary sheet find use thermal hf calculation interpolate smoothly zero temperature phase boundary perturbative sheet calculation remain tractable owe assumption charge pion condensate vanishes case calculation do method develop past solve massive oneflavor njl model,hep-th hep-lat hep-ph
size fluorescencebased sort micro nanoscale particle suspend fluid present significant important challenge sample analysis manufacturing nanoparticlebased product demonstrate disposable microfluidic particle sorter enable highthroughput ondemand count binary sort submicron particle cell use either fluorescence electricallybased determination particle size sizebased sort us resistive pulse sensor integrate onchip fluorescencebased discrimination achieve use onthefly optical image capture analysis follow detection analysis individual particle deflect use pair piezoelectric actuator direct particle one two desire output channel main flow go third waste channel integrated system achieve sort fidelity well mechanism successfully count actuate demand particlesmin,cond-mat.soft physics.ins-det
investigate dynamic electron spin qubits quantum dots measurement qubit state realize charge current dot dynamic describe framework quantum trajectory approach widely use quantum optic show apply successfully problem condense matter physic relevant master equation dynamic unravelled simulate stochastic tunnel event current dotquantum trajectory use extract count statistic current show combination electron spin resonance esr field count statistic employ quantum state tomography qubit state show decoherence relaxation time scale estimate help count statistic time domain finally discuss setup single shot measurement qubit state without need spinpolarized lead,cond-mat.mes-hall
automatic text generation receive much attention owe rapid development deep neural network general text generation system base statistical language model consider anthropomorphic characteristic result machinelike generate text fill gap propose conditional language generation model big five personality bfp feature vector input context writes humanlike short text short text generator consist layer long short memory network lstm bfp feature vector concatenate one part input cell enable supervised training generation model text classification model base convolution neural network cnn use prepare bfptagged chinese microblog corpus validate bfp linguistic computational model generate chinese short text exhibit discriminative personality style also syntactically correct semantically smooth appropriate emoticon combination natural language generation psychological linguistics propose bfpdependent text generation model widely use individualization machine translation image caption dialogue generation,cs.CL cs.AI cs.SI
contribution collective reaction channel local optical model potential omp readily calculate dynamical polarization potential dpp result local dpps commonly undulatory wavy feature often include local region emissivity imaginary component show undularity arise ldependence underlie formal nonlocal ldependent dpp lindependent proton omps smatrix slj phenomenological ldependent potential exhibit undulation qualitatively similar undulation local dpps generate channel couple ldependent phenomenological potential study potential give best exist fit relevant elastic scattering data undulatory potential present smatrix equivalent ie smatrix slj give exactly scatter addition present calculation strongly suggest undularity waviness generic property lindependent potential smatrix equivalent ldependent potential implication validity fold model base local density model note,nucl-th
earlier paper derive asymptotic formula number representation zero large positive integer cubic form seven variable write linear form quadratic form nonzero integer certain quantity relate nonzero paper consider case one quantity zero still nondegenerate cubic form three variable,math.NT
study cp violation lepton sector extend model righthanded neutrinos without leftright symmetry arbitrary mass term find condition must satisfy neutrino charge lepton mass matrix cp conservation constraint independent choice weak basis proven also sufficient simple case invariant formulation make apparent necessary requirement cp violation well size cp violate effect example show cp violation much large leftright symmetric model model additional righthanded neutrinos ie without righthanded current,hep-ph
druginduced parkinsonism affect many old adult dementia often cause gait disturbances new advance visionbased human poseestimation open possibility frequent unobtrusive analysis gait residential setting work leverage novel spatialtemporal graph convolutional network stgcn architectures train procedure predict clinical score parkinsonism gait video individual dementia propose twostage training approach consist selfsupervised pretraining stage encourages stgcn model learn gait pattern predict clinical score finetuning stage propose stgcn model evaluate joint trajectory extract video compare traditional ordinal linear random forest regression model temporal convolutional network baseline three human poseestimation library openpose detectron alphapose microsoft kinect use extract joint trajectory natural walk bout old adult dementia subset walk participant annotate score parkinsonism severity gait criterion unified parkinson disease rating scale updrs simpsonangus scale sa result demonstrate stgcn model operate joint trajectory extract kinect consistently outperform model feature set prediction parkinsonism score natural walk bout unseen participant remain challenge task best model achieve macroaveraged updrsgait sasgait respectively pretrained model demo code work available,cs.CV cs.LG
